Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value
NH,Feb,0.20886841801870729,9.17791872087813e-16,0.1527291548152945,0.1527291548152945,[2.4136145],[-5.59197142],[1.76488771],[25.39028209],0.20886841801870737,0.17889576907822027
NH,Mar,0.2291779930934401,1.1341587190989314e-15,0.1520171241542811,0.1520171241542811,[2.50818927],[-0.72777375],[1.66371873],[23.93483041],0.22917799309344017,0.139329428595844
NH,Apr,0.12555591259320706,-5.150729620107731e-16,0.15493788785509252,0.15493788785509252,[0.87904977],[8.63020631],[1.08476066],[15.60574025],0.12555591259320711,0.4224105156540173
NH,May,0.06698886332989244,-7.658374700455853e-16,0.15582295239287886,0.15582295239287886,[0.48677892],[16.36998488],[1.13229759],[16.28962296],0.06698886332989244,0.6695168496124456
NH,Jun,0.3521128522716475,1.6036438670944818e-15,0.14617201187384318,0.14617201187384318,[1.9914478],[16.95925048],[0.82670635],[11.89328215],0.3521128522716475,0.020578559413910427
NH,Jul,0.4573526310594539,3.1698751310630676e-15,0.13888305054385047,0.13888305054385047,[2.62986397],[18.1164544],[0.79860376],[11.48898862],0.457352631059454,0.002046543241562338
NH,Aug,0.5884587245013357,-1.6052089662748526e-15,0.12627074372527153,0.12627074372527153,[3.27612318],[15.76240825],[0.70298645],[10.11340508],0.5884587245013357,3.3210199262535294e-05
NH,Sep,0.6458339272325524,2.645173682534551e-15,0.11923521930543046,0.11923521930543046,[3.99848258],[10.90954774],[0.73820827],[10.62011832],0.6458339272325525,2.912555865083621e-06
NH,Oct,0.30319072326224633,2.3066344455957574e-15,0.14882264656276037,0.14882264656276037,[2.13171797],[8.85623724],[1.04636417],[15.05335517],0.30319072326224633,0.048113587221387026
NH,Nov,0.18925150888976386,1.0764612305108795e-15,0.15335149059554903,0.15335149059554903,[1.68685793],[3.0862086],[1.36686983],[19.66425992],0.18925150888976391,0.22419189405819084
NH,Dec,0.21507223221953045,1.0216914776268251e-15,0.15251900600701698,0.15251900600701698,[2.41325341],[-3.88468393],[1.71136463],[24.62028071],0.2150722322195305,0.16604178233217703
OH,Jan,0.31272765174475164,1.4140174947258956e-15,0.14834052912579979,0.14834052912579979,[3.69263593],[-3.0030367],[1.75158021],[25.19883591],0.31272765174475176,0.04117211448175739
OH,Feb,0.12965017603590823,7.39527609633402e-16,0.154855623700134,0.154855623700134,[1.62953932],[1.82864235],[1.94634003],[28.0007177],0.12965017603590825,0.40731570500993175
OH,Mar,0.22313350114751804,9.376970538365047e-17,0.15223629263984056,0.15223629263984056,[2.58995379],[6.48332902],[1.76703615],[25.42119034],0.22313350114751812,0.15035637669613922
OH,Apr,0.24294058432257795,3.1198268581249548e-18,0.1514949787857432,0.1514949787857432,[1.80358585],[12.88833665],[1.12469557],[16.18025769],0.242940584322578,0.11647441836136184
OH,May,0.1310597654653089,1.7104671555701308e-15,0.1548266802712285,0.1548266802712285,[1.18805299],[20.09159716],[1.40349938],[20.19122528],0.13105976546530893,0.40219139790252945
OH,Jun,0.27002151409873726,-6.886507293433572e-16,0.15037257647004534,0.15037257647004534,[1.65918829],[22.81398247],[0.92398718],[13.29279768],0.2700215140987373,0.07991741052264084
OH,Jul,0.21655575474367755,3.975886874498749e-15,0.15246779788655537,0.15246779788655537,[1.68671075],[26.22474673],[1.18754209],[17.08438927],0.2165557547436776,0.16306969902167912
OH,Aug,0.30681765202880923,1.2069249617192172e-15,0.14864123844323857,0.14864123844323857,[2.13287487],[24.88656654],[1.03329505],[14.86533835],0.30681765202880934,0.04536988759227069
OH,Sep,0.4799420625410379,-4.2884296288653824e-16,0.13701127037528735,0.13701127037528735,[3.52969333],[18.7729443],[1.00763781],[14.49622437],0.479942062541038,0.0011265721930494887
OH,Oct,0.20401191262023138,2.921941388273173e-16,0.15288917870024354,0.15288917870024354,[1.60318861],[15.53178053],[1.20145038],[17.28447872],0.20401191262023138,0.1894441504180833
OH,Nov,0.19470722721866954,4.719983982993313e-16,0.15318481549827137,0.15318481549827137,[2.09410538],[7.92063977],[1.64752563],[23.70187084],0.1947072272186696,0.21087130904785298
OH,Dec,0.20012493191974698,7.891010238997982e-16,0.15301442715528946,0.15301442715528946,[2.70533012],[1.13697275],[2.0684806],[29.75787391],0.20012493191974698,0.19819907262496816
MS,Jan,0.27628544887290496,2.2446624232667204e-15,0.15009479530966807,0.15009479530966807,[2.73918523],[8.88491265],[1.48808939],[21.40816625],0.27628544887290496,0.07290449717846721
MS,Feb,0.2136831012722113,1.6451795468712796e-15,0.1525666213719308,0.1525666213719308,[2.20067869],[12.28702313],[1.57125252],[22.6045797],0.21368310127221135,0.1688601423696549
MS,Mar,0.21562971435088463,6.525040001952848e-16,0.152499806180521,0.152499806180521,[1.73959242],[16.6831797],[1.23029197],[17.69940383],0.2156297143508847,0.16492035859648724
MS,Apr,0.2135393540422236,-1.4189339379835738e-15,0.15257153014763586,0.15257153014763586,[1.40669915],[21.04982388],[1.00507114],[14.45929941],0.21353935404222366,0.16915374704309324
MS,May,0.07369882337259824,5.518950330206605e-15,0.15574905421421284,0.15574905421421284,[0.45499847],[27.71158387],[0.96155648],[13.8332825],0.07369882337259825,0.6385876656371583
MS,Jun,0.07297521676029758,1.6840045966727956e-15,0.15575736428886539,0.15575736428886539,[0.54242428],[31.65604734],[1.15774341],[16.65569523],0.0729752167602976,0.6418952872801766
MS,Jul,0.007023647302680732,-2.4096310246554933e-15,0.15616990968864705,0.15616990968864705,[0.0472809],[34.33301042],[1.0512848],[15.12414502],0.007023647302680734,0.9643460569012167
MS,Aug,0.003998391707249529,2.605461287994169e-15,0.15617251349801192,0.15617251349801192,[0.02937875],[34.4194117],[1.14749974],[16.50832626],0.00399839170724953,0.9796986777707473
MS,Sep,0.27214154233646926,-1.5514192651132649e-15,0.15027933185828926,0.15027933185828926,[1.97163309],[27.87986246],[1.08875588],[15.66321685],0.2721415423364693,0.07748714642772896
MS,Oct,0.34619305513175946,-2.5031187484839156e-16,0.14651649108701775,0.14651649108701775,[2.4369638],[21.20439775],[1.03137651],[14.8377375],0.3461930551317595,0.022961646467437338
MS,Nov,0.2685122120714277,1.3440001780060222e-15,0.15043848041467256,0.15043848041467256,[2.49009952],[15.70967264],[1.39512012],[20.07067823],0.2685122120714278,0.08168362141224016
MS,Dec,0.30138412717141533,2.1368127898487426e-15,0.14891212074446045,0.14891212074446045,[3.22288233],[10.22876275],[1.59240716],[22.90891759],0.30138412717141544,0.049529473350577606
WV,Jan,0.2749630595790287,1.3457789507004656e-15,0.15015401165558917,0.15015401165558917,[3.1522852],[-0.76850165],[1.72142494],[24.76501176],0.2749630595790288,0.07434308441975174
WV,Feb,0.15315281104426723,8.481920427314245e-16,0.15433130473497897,0.15433130473497897,[1.94077877],[3.26185241],[1.95571285],[28.13555822],0.15315281104426726,0.3268408696969942
WV,Mar,0.2591710472402313,1.4345577377150821e-15,0.15083752915559803,0.15083752915559803,[2.95869628],[7.11391729],[1.721961],[24.77272375],0.2591710472402314,0.09330207762143027
WV,Apr,0.31273761451855997,1.186532932649818e-15,0.1483400168420955,0.1483400168420955,[2.34557094],[12.5186798],[1.11256854],[16.00579406],0.31273761451856,0.04116531534974294
WV,May,0.1417548824273292,-5.787106015113463e-16,0.15459668640218951,0.15459668640218951,[1.23054461],[19.98796414],[1.34202164],[19.30678523],0.14175488242732923,0.3645398269477158
WV,Jun,0.1665310314242418,-3.501709958326755e-15,0.15399298491884003,0.15399298491884003,[0.94479156],[24.2349625],[0.87365863],[12.56875382],0.16653103142424183,0.28583038936038047
WV,Jul,0.09834233854174809,1.3121191922069564e-15,0.15541673203469722,0.15541673203469722,[0.72738239],[28.07356704],[1.14952924],[16.53752331],0.09834233854174809,0.53040034726389
WV,Aug,0.3468306765897434,6.531137026048061e-16,0.14647970655885517,0.14647970655885517,[2.47933127],[24.38981691],[1.04711532],[15.06416151],0.3468306765897434,0.022694356760107667
WV,Sep,0.43879027871609627,3.540031278537622e-15,0.14033610276449915,0.14033610276449915,[3.59875316],[19.53001072],[1.15097125],[16.55826855],0.43879027871609627,0.003245919226717565
WV,Oct,0.20575915675446432,4.694838627398692e-16,0.1528320590659366,0.1528320590659366,[1.66533075],[15.96432646],[1.23696039],[17.79533802],0.20575915675446438,0.18559946968792204
WV,Nov,0.17098690887521906,1.4583380469164675e-15,0.15387383785246364,0.15387383785246364,[1.86723014],[9.32957376],[1.68035009],[24.17409484],0.17098690887521908,0.2729499349277537
WV,Dec,0.1389414107068927,8.14624430446485e-16,0.15465897057805245,0.15465897057805245,[1.9904414],[3.71719126],[2.21560741],[31.87449085],0.1389414107068927,0.3742325649291005
MO,Jan,0.2886902420570035,1.3615897004385662e-15,0.14952428174951715,0.14952428174951715,[3.2317391],[-0.07840393],[1.67384759],[24.08054769],0.28869024205700355,0.06045237715007352
MO,Feb,0.10838307902156047,4.160499830622903e-16,0.15525377401499038,0.15525377401499038,[1.44224527],[5.27625705],[2.06594999],[29.72146769],0.1083830790215605,0.4890536231902828
MO,Mar,0.16936871830178293,1.6599024933962233e-15,0.15391748163448724,0.15391748163448724,[1.77048672],[11.07733156],[1.60896805],[23.14716825],0.16936871830178293,0.2775826283812969
MO,Apr,0.19567823494515768,3.249516835769339e-15,0.15315463478241623,0.15315463478241623,[1.74483902],[16.57603194],[1.36566125],[19.6468729],0.19567823494515774,0.208559569650806
MO,May,0.09395711875979566,1.518811689317274e-15,0.15548288744631308,0.15548288744631308,[0.67827504],[22.86399637],[1.12242864],[16.14764482],0.09395711875979569,0.5489788535112626
MO,Jun,0.31334158803362444,5.5608617388287465e-15,0.14830892685733646,0.14830892685733646,[2.34626467],[24.7179139],[1.11051966],[15.97631818],0.3133415880336245,0.0407548385271923
MO,Jul,0.06775810319375143,3.3946429207338802e-15,0.1558148400405684,0.1558148400405684,[0.67448198],[31.37900152],[1.5510219],[22.31353502],0.06775810319375145,0.6659423369577617
MO,Aug,-0.027904448932497362,3.2039929844494276e-15,0.1561129470521633,0.1561129470521633,[-0.27129777],[32.50367579],[1.51779003],[21.83544979],-0.02790444893249737,0.8590180818653422
MO,Sep,0.4260069410642172,4.4406973633381646e-15,0.14129350926395945,0.14129350926395945,[3.56692154],[21.71349307],[1.18303908],[17.0196075],0.4260069410642173,0.004395357137160628
MO,Oct,0.17267789923149773,2.772697713306682e-15,0.15382777375514262,0.15382777375514262,[1.27917711],[18.19751845],[1.13953765],[16.39378092],0.17267789923149773,0.2681635416978598
MO,Nov,0.37839045667926136,2.7923877874136454e-15,0.14456163022739282,0.14456163022739282,[4.41152526],[7.39089204],[1.68539474],[24.24666884],0.37839045667926147,0.0123508137310087
MO,Dec,0.3673796203704899,1.8362362589401527e-15,0.14525269944483168,0.14525269944483168,[4.94422783],[0.7158442],[1.95482384],[28.12276865],0.3673796203704899,0.015371701644892235
PA,Jan,0.30052332464464304,1.3879033949404713e-15,0.14895454629537733,0.14895454629537733,[3.44780582],[-4.25793355],[1.7089068],[24.58492146],0.3005233246446431,0.05021584730552854
PA,Feb,0.1752393022860532,7.824067382152216e-16,0.15375710865456632,0.15375710865456632,[2.14340952],[-0.57318961],[1.88065375],[27.0557322],0.17523930228605322,0.2610197728930051
PA,Mar,0.25692778090283863,1.0341937616259935e-15,0.15093110327760054,0.15093110327760054,[3.01497749],[3.82638563],[1.77113536],[25.48016304],0.2569277809028387,0.09627366489929393
PA,Apr,0.26307370187631746,2.0995854868650095e-15,0.15067265660470472,0.15067265660470472,[1.90449023],[10.75509373],[1.09077646],[15.69228568],0.2630737018763175,0.08830180151446497
PA,May,0.13928443604279833,-2.4945575809260325e-16,0.15465144490632993,0.15465144490632993,[1.19710493],[18.47407804],[1.32917943],[19.12203283],0.13928443604279833,0.3730426575589505
PA,Jun,0.3165174546034352,5.309782659400771e-15,0.14814435123623157,0.14814435123623157,[1.83877143],[20.67434322],[0.86062742],[12.38128233],0.3165174546034353,0.038651029261151264
PA,Jul,0.3209020854140815,8.126465590972683e-17,0.14791410259261248,0.14791410259261248,[2.55282018],[23.77819138],[1.17667701],[16.9280805],0.3209020854140815,0.03589329624886127
PA,Aug,0.4288918161103372,3.777732573253201e-15,0.14108048300428153,0.14108048300428153,[3.18378237],[21.98358915],[1.04727938],[15.06652164],0.42889181611033733,0.004108828390926737
PA,Sep,0.47233774897977987,1.8315478362668897e-15,0.13765430817181615,0.13765430817181615,[3.5851948],[17.29387129],[1.04484029],[15.03143208],0.47233774897977987,0.0013835815385397604
PA,Oct,0.21418345429306151,2.4337132288229774e-15,0.15254950798995665,0.15254950798995665,[1.75029499],[13.65965681],[1.24662589],[17.93438916],0.21418345429306157,0.16784103901691239
PA,Nov,0.24605286655857705,8.645482113264744e-16,0.15137241966609527,0.15137241966609527,[2.61198089],[5.76341959],[1.60689804],[23.11738829],0.24605286655857705,0.1117236916072226
PA,Dec,0.14234817962326338,5.794716166270608e-16,0.15458338942712793,0.15458338942712793,[1.8142891],[0.74376712],[1.97023213],[28.34443771],0.1423481796232634,0.36251531204986
KS,Jan,0.19638251401425452,7.457732503738126e-16,0.15313264680274954,0.15313264680274954,[1.96071529],[3.01078394],[1.52890151],[21.9953034],0.19638251401425452,0.2068939526235502
KS,Feb,-0.018494278071498577,2.0668445800951774e-16,0.15614705089868472,0.15614705089868472,[-0.23385392],[8.75691383],[1.9744269],[28.4047851],-0.01849427807149858,0.9062963058006284
KS,Mar,0.1397882560829084,6.301066129388816e-16,0.1546403572306464,0.1546403572306464,[1.44563593],[13.0040104],[1.5992306],[23.00708193],0.13978825608290843,0.3712990714821012
KS,Apr,0.10911252526370546,9.881292057918484e-16,0.15524131151451206,0.15524131151451206,[1.09197826],[19.24676729],[1.55362675],[22.35100919],0.10911252526370549,0.4861164590479763
KS,May,-0.019433957935690645,1.992684230079402e-15,0.1561442673501526,0.1561442673501526,[-0.16041522],[26.02114611],[1.28887365],[18.54218004],-0.01943395793569065,0.9015580642881946
KS,Jun,0.34100325878775817,-4.0562410039737677e-16,0.14681303669568319,0.14681303669568319,[3.36342145],[26.11471113],[1.44806275],[20.8323292],0.3410032587877582,0.0252366592780009
KS,Jul,0.12676824636526768,1.3934694804083848e-15,0.15491380858584736,0.15491380858584736,[1.21216139],[32.22631007],[1.48129002],[21.31034815],0.12676824636526768,0.41790830578297933
KS,Aug,0.040190972317998126,-4.316287848063222e-16,0.15604757605858335,0.15604757605858335,[0.39255182],[32.50814498],[1.52414227],[21.92683536],0.04019097231799813,0.7980380003764047
KS,Sep,0.3482210209357953,4.362827668532837e-16,0.1463992303540372,0.1463992303540372,[3.12504429],[23.9002627],[1.31383246],[18.90124599],0.3482210209357953,0.022120543032638905
KS,Oct,0.14871710407290387,1.7027087558514955e-15,0.15443707558745118,0.15443707558745118,[1.21202969],[19.09851643],[1.25864689],[18.10732749],0.1487171040729039,0.34121176991608626
KS,Nov,0.44442025149063186,3.3055973867744377e-15,0.13990333248571973,0.13990333248571973,[5.11708772],[6.83474241],[1.61085734],[23.17434823],0.44442025149063186,0.0028297487089494412
KS,Dec,0.3294365303761835,1.6212844840343478e-15,0.14745578687944605,0.14745578687944605,[3.80815976],[1.80811381],[1.70453226],[24.52198786],0.3294365303761836,0.030988238405567567
MD,Jan,0.32052661773865876,1.6867495290492587e-15,0.14793395752266433,0.14793395752266433,[3.39606893],[-0.69349024],[1.56740155],[22.54917825],0.32052661773865876,0.03612293918247083
MD,Feb,0.22861549271782294,1.1315271014861704e-15,0.15203778064561319,0.15203778064561319,[2.72200382],[2.45724119],[1.81023348],[26.04264203],0.22861549271782294,0.14032954794018226
MD,Mar,0.3187254674596948,1.506625695098962e-15,0.14802884329954066,0.14802884329954066,[3.17113895],[6.06834275],[1.47280365],[21.18826027],0.31872546745969493,0.03724138296768632
MD,Apr,0.3925178595486073,2.053570134360385e-15,0.1436399402584403,0.1436399402584403,[2.67082494],[11.23053893],[0.97737498],[14.06085288],0.3925178595486073,0.009228303335083786
MD,May,0.1584101276851168,3.7189670300783783e-16,0.15420181829989799,0.15420181829989799,[1.17428956],[19.79687839],[1.14309349],[16.44493647],0.1584101276851168,0.3103062767348876
MD,Jun,0.28899863246718566,-4.604442872702368e-16,0.14950975092045013,0.14950975092045013,[1.59757512],[22.9115998],[0.82648508],[11.89009889],0.28899863246718566,0.060165956151067755
MD,Jul,0.21287213533948982,-7.494668729676796e-16,0.152594269463415,0.152594269463415,[1.61902482],[27.18902193],[1.1605742],[16.69642002],0.21287213533948987,0.17052137360184247
MD,Aug,0.3613734048140094,-3.2407962372531335e-15,0.1456197237958135,0.1456197237958135,[2.59530175],[24.46007947],[1.0458078],[15.04535095],0.36137340481400954,0.01726857477049593
MD,Sep,0.3819981232533281,-7.182730034772468e-17,0.14433002779292228,0.14433002779292228,[2.68571626],[20.54337802],[1.0147419],[14.59842632],0.3819981232533282,0.011478274462334483
MD,Oct,0.2535791609831443,2.100349454311343e-15,0.1510691659646202,0.1510691659646202,[1.83947573],[15.77228375],[1.09586318],[15.7654649],0.25357916098314437,0.10084445997532528
MD,Nov,0.2039905601059569,-1.8426889236185304e-16,0.15288987359691114,0.15288987359691114,[1.8483712],[9.76831672],[1.38534469],[19.93004554],0.2039905601059569,0.1894914818882798
MD,Dec,0.15573995760874224,8.603765069566688e-16,0.15426814362234215,0.15426814362234215,[1.94383595],[4.41245299],[1.92546581],[27.70041394],0.15573995760874226,0.31863649282620937
AZ,Jan,0.23530154108426035,1.2660838590568808e-15,0.15178878013448946,0.15178878013448946,[2.03104425],[9.69815485],[1.31019001],[18.84884452],0.2353015410842604,0.12878132153817953
AZ,Feb,0.13578079225110623,1.8959408863518654e-15,0.1547274217309393,0.1547274217309393,[1.23060633],[13.30555528],[1.40232312],[20.17430317],0.13578079225110623,0.385302334564256
AZ,Mar,0.23118777357978057,2.708201223295138e-15,0.1519428818666156,0.1519428818666156,[2.10036081],[15.92318544],[1.38041415],[19.85911318],0.23118777357978057,0.13579920506726825
AZ,Apr,0.11201705424764968,3.21441814327976e-15,0.1551908486393666,0.1551908486393666,[0.97662378],[22.15894445],[1.3530357],[19.46523735],0.11201705424764971,0.4745128840134467
AZ,May,0.05874109909885211,1.281762477983134e-15,0.15590408897128802,0.15590408897128802,[0.54585259],[27.87648807],[1.4487412],[20.84208967],0.05874109909885211,0.7082822615782404
AZ,Jun,0.36078332424438836,-2.453491199531549e-15,0.14565540631557528,0.14565540631557528,[2.56439824],[29.4387202],[1.03529859],[14.89416194],0.36078332424438836,0.017465157724338168
AZ,Jul,0.4619740818058762,2.7125512075069562e-15,0.13850948261450188,0.13850948261450188,[2.48415932],[28.79019855],[0.74480287],[10.7149905],0.46197408180587635,0.001817183760752535
AZ,Aug,0.3513821518486429,1.3160130844236161e-15,0.14621489225161588,0.14621489225161588,[2.14883737],[29.13319312],[0.89416045],[12.86370011],0.3513821518486429,0.020860982956077155
AZ,Sep,0.4611794523283338,1.5534270707472215e-15,0.13857405458332342,0.13857405458332342,[2.69474753],[24.7909556],[0.80971104],[11.64878169],0.4611794523283339,0.001854922694744018
AZ,Oct,0.3872023262453961,2.4001746718206437e-15,0.1439913918963479,0.1439913918963479,[3.24255019],[19.6603663],[1.20582776],[17.34745328],0.3872023262453962,0.010312663211728985
AZ,Nov,0.48573241732503153,2.01427283171556e-15,0.1365126652535358,0.1365126652535358,[5.06648555],[11.26223971],[1.42391041],[20.48486534],0.48573241732503164,0.0009603229691174936
AZ,Dec,0.2576967181211873,1.6429272754537052e-15,0.15089912649616813,0.15089912649616813,[2.02438415],[9.11994945],[1.18541595],[17.0538019],0.2576967181211874,0.09524697527596039
HI,Jan,0.30903781254334567,-4.084648597836634e-15,0.1485290174834389,0.1485290174834389,[0.80255679],[18.83139237],[0.38572293],[5.54914289],0.30903781254334567,0.04375398251220438
HI,Feb,0.03682704092950063,3.585582988566098e-15,0.15606782211249065,0.15606782211249065,[0.10946742],[22.60612158],[0.46390752],[6.67393332],0.03682704092950063,0.8146321765927766
HI,Mar,0.160272644786548,3.3937040060673158e-15,0.1541548698101159,0.1541548698101159,[0.55009529],[20.99264146],[0.52909757],[7.61177984],0.160272644786548,0.3045784624470558
HI,Apr,0.2870751049533933,3.1788011245883035e-15,0.14960010793950704,0.14960010793950704,[0.90809264],[19.57519599],[0.47322375],[6.80795971],0.2870751049533933,0.06197027082139561
HI,May,0.2477490728875132,5.89107914923489e-15,0.15130492527274084,0.15130492527274084,[0.79620092],[21.01211016],[0.48625458],[6.9954257],0.24774907288751324,0.10919727584726684
HI,Jun,0.14350554347612307,8.757935061348143e-15,0.1545572874288257,0.1545572874288257,[0.38059796],[23.23753482],[0.40990882],[5.89708935],0.14350554347612307,0.3585855873662267
HI,Jul,0.23929542277069984,-1.3379211676373493e-14,0.1516364153317347,0.1516364153317347,[0.63642371],[22.46329429],[0.40328816],[5.8018423],0.23929542277069984,0.12223102457130575
HI,Aug,0.2013100583394263,-9.063102140319722e-15,0.15297650548220065,0.15297650548220065,[0.58142202],[23.46752684],[0.44182546],[6.35625313],0.20131005833942636,0.1955000799528107
HI,Sep,0.19217644845411772,-1.6441015871753346e-15,0.15326274368369086,0.15326274368369086,[0.56015506],[23.55728146],[0.44672957],[6.42680534],0.19217644845411777,0.2169801787593056
HI,Oct,0.19519480354229535,4.791239715099665e-15,0.1531696802346104,0.1531696802346104,[0.57129146],[23.0371827],[0.44829334],[6.44930233],0.19519480354229535,0.20970828476231396
HI,Nov,0.2781894827168063,-7.950246593283938e-16,0.15000899255205283,0.15000899255205283,[0.6713886],[20.78271444],[0.36203499],[5.20836006],0.2781894827168064,0.07087178198952825
HI,Dec,0.2283680843592181,7.99884625870662e-16,0.1520468491702075,0.1520468491702075,[0.64783281],[20.39210831],[0.43132532],[6.20519455],0.2283680843592181,0.14077111669906242
OK,Jan,0.2957241288273852,1.1976262912525756e-15,0.1491886381299048,0.1491886381299048,[3.00028474],[5.29416276],[1.51360119],[21.77518781],0.29572412882738536,0.054184506389061096
OK,Feb,0.07209632979361844,-2.617872337872158e-16,0.15576734677938758,0.15576734677938758,[0.86134332],[11.16617001],[1.86097079],[26.77256634],0.07209632979361845,0.6459219133438547
OK,Mar,0.16808990911192528,1.9947323258557874e-15,0.15395166983582112,0.15395166983582112,[1.45019862],[15.60694588],[1.32822071],[19.10824042],0.16808990911192528,0.2812799720583589
OK,Apr,0.13068842070866132,-2.5610671639209745e-16,0.15483433607133346,0.15483433607133346,[1.12699062],[21.27219917],[1.33521274],[19.20883015],0.13068842070866132,0.40353772911074803
OK,May,0.0784913736331839,2.587758664285527e-16,0.15569193348664268,0.15569193348664268,[0.6574648],[26.36747659],[1.3041174],[18.76148187],0.0784913736331839,0.6168577757290004
OK,Jun,0.2706776052702122,3.925717169297368e-15,0.15034380388290058,0.15034380388290058,[2.84626446],[28.14171338],[1.58091478],[22.7435842],0.2706776052702122,0.07915902209431168
OK,Jul,0.1069174026214009,2.9478598723540566e-15,0.15527855921416406,0.15527855921416406,[1.11994545],[33.8709868],[1.62652208],[23.39970659],0.10691740262140093,0.49498298024991916
OK,Aug,-0.046894489853079944,-8.571252638233981e-16,0.1560019470501867,0.1560019470501867,[-0.44984554],[35.7924104],[1.49648243],[21.52891136],-0.04689448985307996,0.7652371118803161
OK,Sep,0.31089974296961526,1.449358292970992e-15,0.14843421387706776,0.14843421387706776,[2.86667195],[26.29041525],[1.36864763],[19.689836],0.3108997429696153,0.042435165954260286
OK,Oct,0.21423592889919746,2.2106231655690415e-15,0.1525477107908513,0.1525477107908513,[1.59170007],[20.81104114],[1.13337759],[16.30516019],0.21423592889919751,0.16773441859787294
OK,Nov,0.4260100831402437,2.104079883580873e-15,0.14129327820157395,0.14129327820157395,[4.41794117],[10.35017175],[1.46528314],[21.08006759],0.4260100831402438,0.0043950358166728615
OK,Dec,0.35891270827227595,1.6455824490896304e-15,0.1457680807377504,0.1457680807377504,[4.16813139],[5.20491943],[1.69283644],[24.35372781],0.35891270827227595,0.018100875199675633
VT,Jan,0.3041314108628207,9.155108621681929e-16,0.1487758245610464,0.1487758245610464,[3.59949602],[-9.08699499],[1.76081118],[25.33163574],0.3041314108628208,0.04738940774128804
VT,Feb,0.22638167069460335,1.0952571854593418e-15,0.152119284001759,0.152119284001759,[2.72697888],[-6.36440708],[1.832419],[26.36181051],0.22638167069460335,0.14435377073020586
VT,Mar,0.27945780312495727,1.4158636518056449e-15,0.1499514829075068,0.1499514829075068,[3.24909453],[-1.71608034],[1.74339932],[25.08114273],0.2794578031249573,0.06954275933877924
VT,Apr,0.07256157891570196,-4.9103922490790574e-17,0.15576207757778465,0.15576207757778465,[0.53930626],[9.42988942],[1.15768517],[16.65485743],0.07256157891570197,0.6437891178047399
VT,May,0.11026437778829164,2.4213165130588704e-15,0.15522145996583678,0.15522145996583678,[0.86151705],[16.09333774],[1.21277548],[17.44740556],0.11026437778829166,0.4814972204103134
VT,Jun,0.388125719831304,3.176627032074223e-16,0.1439307443220804,0.1439307443220804,[2.2286969],[16.63601859],[0.82647964],[11.89002055],0.38812571983130423,0.010116814847221935
VT,Jul,0.46906764019260994,2.463018326835257e-15,0.13792676997667438,0.13792676997667438,[2.7044344],[18.00536235],[0.79522412],[11.44036792],0.46906764019260994,0.0015092475546878918
VT,Aug,0.5695531349560659,2.948623982035045e-15,0.12836772887349626,0.12836772887349626,[3.18186433],[16.00250464],[0.71713888],[10.31700679],0.569553134956066,6.715763080021773e-05
VT,Sep,0.6408166517351963,2.1582471544925826e-15,0.11989365398073006,0.11989365398073006,[4.17792522],[10.85994653],[0.78166933],[11.245364],0.6408166517351963,3.676096923001673e-06
VT,Oct,0.32093337026527835,1.4549892735616943e-15,0.14791244706361123,0.14791244706361123,[2.45410932],[8.30157323],[1.13105507],[16.27174757],0.3209333702652784,0.035874216073197275
VT,Nov,0.20647871765575412,1.4772148269272327e-15,0.1528083878392483,0.1528083878392483,[1.93525615],[2.33870688],[1.43222205],[20.60443944],0.20647871765575412,0.18403239136475408
VT,Dec,0.20835923458060876,9.154096939384096e-16,0.15274611722061937,0.15274611722061937,[2.47395734],[-4.38102566],[1.81363393],[26.09156204],0.20835923458060876,0.17998154658191898
VA,Jan,0.344645039866299,1.3871250717506985e-15,0.1466054765968322,0.1466054765968322,[3.62858025],[0.76552604],[1.54352936],[22.20574469],0.3446450398662991,0.023621542174258492
VA,Feb,0.23316319124360257,1.4626328637481268e-15,0.1518692414344671,0.1518692414344671,[2.90799812],[4.73976173],[1.89410458],[27.24924051],0.23316319124360263,0.13239457620684422
VA,Mar,0.3012309900675901,2.090912853717423e-15,0.1489196780247578,0.1489196780247578,[3.06574192],[8.81625083],[1.51561199],[21.80411581],0.30123099006759013,0.04965102239309388
VA,Apr,0.3284226151082313,1.1027400661245542e-15,0.14751094096548795,0.14751094096548795,[2.45114285],[14.370948],[1.10093024],[15.83836138],0.3284226151082313,0.031540258536783584
VA,May,0.1394943971372124,8.798229525102296e-16,0.15464682920955386,0.15464682920955386,[1.1050239],[22.14578103],[1.22505595],[17.62407664],0.1394943971372124,0.37231544599561617
VA,Jun,0.1817805920270669,-2.402764207874699e-15,0.15357176890287574,0.15357176890287574,[1.10569446],[26.56737365],[0.93411212],[13.43845846],0.1817805920270669,0.2433554194705567
VA,Jul,0.15704452780770584,-1.8885030893416183e-15,0.15423588335495814,0.15423588335495814,[1.12279568],[29.68585073],[1.10271518],[15.8640401],0.15704452780770586,0.31454912899324144
VA,Aug,0.3827381277056169,5.1219273974633385e-15,0.14428220362517533,0.14428220362517533,[2.73122349],[25.75784996],[1.02959939],[14.81217128],0.3827381277056169,0.011305963701561027
